 CERN Personnel
 Category       Division        Flag        Age        Service        Children        Grade        Step        Nation        HrPerWeek        Cost
 211 5 15 48 20 4 12 5 8 40 14631 
 300 7 11 51 20 0 8 5 7 40 7366 
 200 7 15 47 20 2 12 6 8 40 14372 
 201 10 15 54 20 2 10 7 7 40 11375 
 318 10 15 49 21 3 8 5 7 40 8514 
 543 9 10 54 20 0 7 13 4 40 7208 
 204 7 15 46 20 2 10 3 8 40 10641 
 531 6 13 42 20 2 7 8 7 40 6942 
 531 6 13 41 20 2 6 10 7 40 6384 
 445 7 13 45 20 1 7 8 7 40 6691 
 560 11 14 53 19 0 5 13 7 40 6293 
 495 11 13 53 21 0 4 15 7 40 5570 
 343 2 15 51 21 3 7 13 4 40 8352 
 303 7 15 43 20 2 8 3 7 40 8000 
 425 11 8 53 19 0 6 10 3 40 5654 
 204 7 15 50 20 2 11 11 7 40 14064 
 211 13 15 49 20 2 11 8 1 40 13424 
 438 5 15 50 20 1 7 9 7 40 7405 
 301 4 15 49 20 0 8 11 3 40 8549 
 400 9 15 52 20 0 7 11 4 40 7376 
 506 8 15 54 21 0 10 13 7 40 11975 
 310 11 13 46 21 2 8 1 3 40 7118 
 201 10 13 46 20 2 9 8 3 40 9147 
 300 4 15 50 20 2 8 5 10 40 8263 
 200 11 15 57 20 0 11 11 7 40 13562 
 566 5 14 44 19 1 6 9 7 40 6615 
 543 5 14 45 19 2 7 5 4 40 7211 
 200 7 15 50 20 1 9 7 7 40 9562 
 301 7 15 63 22 0 8 5 2 40 7761 
 543 4 12 43 20 1 7 9 7 40 6793 
 215 2 15 50 20 2 11 8 15 40 13424 
 341 9 15 51 20 2 9 1 8 40 8894 
 211 4 15 50 20 2 12 6 4 40 14372 
 303 9 13 48 20 1 7 9 7 40 6793 
 307 7 15 52 20 2 8 13 7 40 9315 
 530 2 15 46 20 4 8 7 8 40 9028 
 497 11 13 42 21 2 5 13 7 40 6222 
 361 10 13 47 20 2 7 9 7 40 7044 
 316 7 13 48 20 2 8 10 7 40 8194 
 317 4 13 45 20 2 7 10 7 40 7145 
 443 9 8 50 20 0 7 7 7 40 6111 
 317 7 15 54 21 1 9 4 7 40 9103 
 317 4 15 48 20 1 8 3 7 40 7749 
 316 7 15 47 20 0 7 9 4 40 7154 
 560 8 8 48 19 0 5 13 3 20 2855 
 402 9 15 56 21 1 7 9 7 40 7405 
 204 10 15 49 20 2 9 11 11 40 10425 
 301 4 29 50 20 1 8 9 7 40 7824 
 531 6 10 51 20 0 7 5 4 40 6338 
 304 7 15 48 20 1 8 9 7 40 8537 
 341 4 15 56 21 1 10 5 7 40 10757 
 412 7 11 60 20 0 7 9 7 40 6773 
 202 7 13 47 20 2 9 5 7 40 8729 
 424 10 13 51 20 2 6 13 7 40 6655 
 340 11 15 52 20 1 8 13 7 40 9064 
 511 2 15 48 20 1 10 5 3 40 10757 
 566 6 15 55 20 0 5 13 7 40 6293 
 532 6 12 41 20 2 6 11 7 40 6474 
 497 11 13 58 21 0 5 13 7 40 5720 
 530 8 15 51 20 2 8 12 2 40 9183 
 341 10 15 45 20 1 9 4 7 40 9103 
 402 9 15 62 21 0 7 12 10 40 7487 
 304 7 13 44 20 3 7 11 7 40 7497 
 402 7 13 50 21 1 7 12 7 40 7096 
 208 9 15 44 20 1 9 6 7 40 9409 
 300 11 9 50 20 0 8 9 3 40 7345 
 411 11 15 52 21 0 7 6 7 40 6820 
 530 7 10 48 20 0 7 11 7 40 6990 
 500 7 15 51 20 0 12 10 7 40 14847 
 417 11 31 58 21 0 6 11 7 40 6544 
 204 5 15 46 20 0 10 1 14 40 9771 
 201 10 15 46 20 3 9 6 1 40 9911 
 204 4 15 46 20 2 12 3 7 40 13643 
 543 7 12 42 20 1 7 3 7 40 6185 
 414 7 15 48 21 1 7 9 7 40 7405 
 202 10 15 45 20 3 10 9 2 40 11992 
 300 4 11 46 20 0 8 5 3 40 7366 
 318 11 15 52 21 0 8 4 7 40 7630 
 530 11 15 50 20 0 8 8 7 40 8155 
 537 8 15 44 20 2 8 1 7 40 7738 
 201 10 15 45 20 2 10 8 11 40 11558 
 499 5 12 55 19 0 4 15 7 20 3005 
 204 7 15 47 20 2 11 7 7 40 13210 
 204 5 11 46 20 0 11 6 3 40 11994 
 200 10 15 51 20 1 11 0 4 40 11465 
 204 9 15 45 20 0 10 1 3 40 9771 
 501 1 15 59 20 0 12 9 7 40 14602 
 510 1 10 46 19 0 9 6 4 40 8732 
 402 7 15 49 21 2 7 10 3 40 7767 
 304 5 15 50 20 2 9 8 7 40 9966 
 304 5 15 46 20 1 8 12 7 40 8932 
 543 7 14 47 20 2 7 11 3 40 7878 
 302 10 15 50 21 0 7 13 7 40 7599 
 560 5 8 53 19 0 4 15 7 20 2777 
 530 5 8 48 19 0 7 5 7 40 5909 
 560 13 14 43 19 3 4 15 3 20 4044 
 211 5 15 46 19 2 11 8 8 40 13424 
 560 5 14 47 19 5 5 13 7 20 4624 
 204 4 15 55 20 1 12 12 3 40 15587 
 201 4 15 54 20 1 11 13 7 40 15591 
 533 1 8 41 20 1 8 2 7 40 6759 
 417 7 11 43 21 0 7 6 7 40 6447 
 302 10 15 52 20 0 8 8 7 40 8155 
 300 4 15 48 20 2 9 1 7 40 8894 
 201 10 15 50 20 0 10 3 7 40 10139 
 560 6 13 43 21 2 4 14 7 40 5993 
 200 10 15 44 20 2 10 6 8 40 11191 
 204 10 15 49 20 1 10 6 8 40 10940 
 211 10 15 51 19 3 12 9 4 40 15355 
 415 13 15 50 21 0 6 11 7 40 6544 
 315 13 31 47 21 1 7 4 7 40 6859 
 500 1 15 61 20 0 10 5 3 40 10506 
 300 11 15 46 21 2 8 8 8 40 8657 
 200 7 15 53 20 2 10 11 4 40 12109 
 365 2 15 42 21 1 8 4 10 40 7881 
 530 7 14 48 20 0 7 12 3 20 3989 
 564 11 15 40 21 2 5 12 7 40 6713 
 417 11 13 54 21 2 6 13 7 40 6655 
 560 6 13 46 19 2 4 15 7 40 6072 
 417 10 15 62 20 0 7 13 4 40 7599 
 303 10 15 45 19 2 7 9 3 40 7656 
 102 5 15 51 19 3 13 3 4 40 15627 
 317 4 15 51 19 0 8 8 4 40 8155 
 560 5 8 41 19 0 4 15 7 20 2777 
 414 11 13 50 20 1 5 13 7 40 5971 
 310 11 15 60 20 0 8 5 7 40 7761 
 319 7 15 48 19 3 8 5 7 40 8514 
 341 7 15 43 19 2 8 1 7 40 7738 
 424 5 13 42 19 2 7 7 7 40 6841 
 536 8 14 48 19 2 8 5 7 40 8263 
 541 2 11 51 19 0 8 12 10 40 8266 
 304 4 15 53 19 0 8 10 7 40 8418 
 560 6 14 56 19 1 5 12 7 40 6462 
 316 9 15 50 20 0 8 13 11 40 8813 
 311 11 15 50 20 0 7 11 7 40 7376 
 341 5 15 44 19 2 9 3 8 40 9201 
 211 9 15 46 19 2 11 8 7 40 13424 
 565 2 12 44 19 0 5 13 3 40 5720 
 400 11 15 58 20 0 7 9 7 40 7154 
 402 7 13 46 19 1 7 8 7 40 6691 
 216 2 11 44 19 0 10 13 8 40 11486 
 497 11 13 45 20 1 5 13 7 40 5971 
 543 7 10 43 18 0 7 8 7 40 6664 
 402 5 15 47 20 2 6 13 10 20 4097 
 465 2 15 50 19 1 6 13 7 40 6978 
 560 6 14 48 18 1 6 11 8 40 6795 
 304 10 13 54 19 1 8 6 7 40 7465 
 308 5 15 43 19 2 8 2 7 40 7869 
 562 1 14 43 19 2 6 13 3 40 7229 
 534 1 8 45 19 0 6 13 7 40 5925 
 211 5 15 48 19 2 12 4 10 40 13886 
 300 9 15 49 19 0 9 3 8 40 8699 
 425 11 12 49 19 0 4 14 7 36 4986 
 438 11 15 43 20 3 7 7 3 40 7684 
 438 10 15 54 19 0 7 13 7 40 7599 
 419 9 15 48 19 0 6 13 7 40 6727 
 201 7 15 47 21 3 12 7 7 40 14867 
 301 13 15 48 19 0 8 9 8 40 8286 
 300 9 15 48 19 2 9 3 8 40 9201 
 543 4 12 59 19 1 8 5 3 40 7345 
 541 11 15 40 18 2 7 5 7 40 7211 
 438 9 15 49 20 1 7 10 7 40 7516 
 304 9 13 46 19 1 8 6 3 40 7465 
 543 1 12 39 19 2 6 13 7 20 3809 
 535 12 14 49 19 0 8 12 14 40 8681 
 300 1 15 47 19 3 9 5 6 40 9758 
 300 11 15 50 20 2 7 13 2 40 8101 
 216 2 15 45 19 2 11 7 8 40 13210 
 204 9 15 54 19 1 11 13 10 40 15591 
 543 10 14 41 19 1 6 12 7 40 6886 
 561 6 8 47 19 0 3 15 3 40 4927 
 202 9 15 47 19 6 11 4 4 40 13574 
 316 9 15 50 19 2 8 6 7 40 8394 
 560 11 14 41 18 3 5 12 7 40 6964 
 204 5 15 51 19 4 10 7 14 40 11877 
 304 5 15 54 19 2 10 6 11 40 11191 
 536 8 14 42 19 2 7 6 8 20 4145 
 441 10 10 46 19 0 7 8 4 40 6664 
 200 11 15 46 19 2 11 7 10 40 13210 
 417 7 15 49 20 2 7 6 7 40 7322 
 300 7 15 60 19 1 8 13 7 40 9064 
 202 10 15 47 19 2 11 8 2 40 13424 
 402 7 11 56 20 0 7 13 7 40 7208 
 300 10 27 44 19 0 8 4 7 40 7238 
 304 5 15 44 19 1 9 1 8 40 8643 
 211 4 15 49 19 4 12 11 4 40 16095 
 211 11 15 49 19 0 12 3 4 40 13141 
 214 2 15 46 19 2 10 13 8 40 12477 
 534 1 10 44 19 0 6 11 7 40 6173 
 530 8 13 42 19 2 7 12 7 40 7347 
 417 7 15 54 20 2 7 13 7 40 8101 
 300 11 15 45 19 1 9 1 7 40 8643 
 562 6 8 39 19 0 5 12 7 20 2812 
 417 11 15 56 20 0 5 13 7 40 6293 
 300 4 15 46 19 2 7 9 7 40 7656 
 203 4 15 59 19 0 12 13 7 40 15581 
 201 10 15 46 19 1 11 1 7 40 11678 
 564 11 13 43 20 0 4 15 7 40 5570 
 402 7 13 40 19 2 6 13 7 40 6655 
 316 7 15 51 19 3 9 8 7 40 10217 
 317 7 15 53 19 1 8 6 7 40 8143 
 211 10 15 44 19 2 12 1 8 40 13157 
 200 4 15 46 19 2 12 2 7 40 13400 
 564 11 13 45 20 1 4 14 7 40 5742 
 211 4 13 48 19 3 11 5 7 40 11963 
 204 5 15 46 19 0 9 7 7 40 9311 
 304 10 15 45 19 1 7 9 7 40 7405 
 301 4 15 55 19 0 7 13 7 40 7599 
 204 4 13 44 19 3 9 1 3 40 8422 
 566 5 8 59 18 0 5 13 3 30 4173 
 543 7 14 40 19 2 7 3 7 40 7009 
 300 4 15 40 20 0 7 4 3 40 6608 
 201 10 15 53 19 2 11 9 10 40 13637 
 499 4 14 43 19 1 5 13 10 20 3620 
 214 4 9 48 19 0 11 5 3 40 10982 
 216 2 15 46 19 2 11 5 1 40 12783 
 560 6 12 41 19 1 6 10 7 40 6133 
 304 4 15 49 19 1 9 5 7 40 9256 
 214 2 31 52 19 2 11 13 2 40 15842 
 531 6 15 49 19 1 8 9 7 40 8537 
 417 11 15 45 20 1 7 8 7 40 7294 
 410 10 13 51 20 0 6 13 7 40 6153 
 211 5 15 50 19 2 11 6 4 40 12997 
 304 5 11 50 19 0 9 2 7 40 8133 
 301 4 13 46 19 4 7 12 7 40 7849 
 303 4 15 41 19 2 7 7 3 40 7433 
 204 9 15 41 19 2 10 0 10 40 10089 
 214 2 10 46 19 0 11 2 7 40 11159 
 365 2 15 41 20 1 8 5 11 40 8012 
 300 2 15 47 20 2 8 5 4 40 8263 
 506 8 15 47 19 2 10 6 5 40 11191 
 530 8 14 52 19 0 7 12 7 40 7487 
 310 11 13 51 20 0 6 12 3 40 6062 
 201 4 15 64 19 0 10 8 8 40 11056 
 204 2 15 46 19 2 10 3 8 40 10641 
 301 7 15 61 19 0 8 13 7 40 8813 
 304 5 15 48 19 0 9 5 7 40 9005 
 300 10 15 51 19 3 9 8 7 40 10217 
 304 9 15 53 19 0 9 8 11 40 9464 
 530 2 10 43 19 0 8 5 8 40 7366 
 562 11 12 38 19 2 6 12 7 40 6564 
 214 2 15 45 18 1 12 3 8 40 13392 
 211 9 15 50 18 1 11 11 4 40 13813 
 512 11 31 47 19 2 11 3 8 40 12356 
 301 5 13 42 19 2 8 3 7 40 7357 
 415 13 15 47 20 0 6 10 7 40 6454 
 415 13 15 44 20 2 6 10 7 40 6956 
 530 2 8 46 18 0 7 6 11 40 6010 
 311 11 14 45 19 1 8 5 4 40 8012 
 214 2 10 48 19 0 11 7 8 40 12203 
 200 9 15 57 19 1 12 13 7 40 15832 
 201 4 15 49 19 0 9 7 7 40 9311 
 204 9 15 45 19 2 11 5 7 40 12783 
 530 4 10 47 19 0 7 10 3 40 6882 
 510 1 15 49 19 2 10 8 7 40 11558 
 419 10 13 52 20 0 7 9 3 40 6542 
 424 7 15 53 19 1 6 13 10 40 6978 
 511 2 15 50 19 2 10 6 8 40 11191 
 318 11 15 46 20 1 8 1 7 40 7487 
 300 5 13 41 18 2 6 12 7 40 6564 
 417 7 13 42 19 2 7 7 7 40 6841 
 304 7 15 45 19 2 9 2 7 40 9047 
 303 4 13 41 19 0 7 7 7 40 6339 
 424 10 15 46 19 0 5 13 7 40 6293 
 211 4 15 51 19 2 11 13 3 40 15842 
 424 5 8 52 18 0 4 15 10 20 2777 
 560 5 14 51 18 0 4 15 7 40 6143 
 499 5 14 60 18 0 5 13 10 20 3369 
 560 5 12 50 18 0 4 15 3 40 5570 
 200 9 15 43 19 3 9 2 7 40 9298 
 500 6 15 47 19 2 12 1 7 40 13157 
 405 11 15 59 19 0 6 13 7 40 6727 
 419 11 15 52 19 0 6 11 7 40 6544 
 203 5 15 52 19 2 11 6 1 40 12997 
 204 9 15 49 19 2 10 13 7 40 12477 
 367 4 13 54 19 0 8 5 3 40 7094 
 341 5 15 52 19 0 9 7 7 40 9311 
 341 5 15 51 19 0 9 4 7 40 8852 
 462 11 15 55 19 0 7 6 7 40 6820 
 543 13 14 46 18 2 7 8 3 40 7545 
 304 5 15 46 18 2 9 7 1 40 9813 
 367 4 15 42 18 2 8 3 7 40 8000 
 303 7 15 50 18 1 7 12 7 40 7738 
 300 4 15 54 18 0 8 10 7 40 8418 
 304 7 15 43 18 2 8 8 7 40 8657 
 215 2 15 45 18 2 12 4 8 40 13886 
 543 4 8 43 18 0 8 2 8 40 6508 
 465 2 15 42 18 2 6 9 7 40 6866 
 425 11 8 47 18 0 4 14 7 32 4252 
 214 2 15 54 20 1 12 10 4 40 15098 
 204 9 15 46 18 2 11 5 2 40 12783 
 530 5 15 46 18 2 7 12 7 40 7989 
 201 7 15 52 18 0 10 13 7 40 11975 
 204 4 15 44 18 2 9 5 7 40 9507 
 302 10 15 60 18 0 10 13 7 40 11975 
 400 4 15 58 18 1 7 9 7 40 7405 
 417 7 13 43 19 2 7 4 7 40 6537 
 543 3 10 50 18 0 8 6 12 40 7495 
 304 10 15 48 18 2 8 8 7 40 8657 
 304 9 15 47 18 2 9 2 7 40 9047 
 304 10 13 46 18 2 8 11 7 40 8314 
 304 9 11 51 18 0 9 8 7 40 9031 
 204 10 15 42 18 1 9 10 2 40 10021 
 304 10 15 44 18 2 8 10 7 40 8920 
 495 11 15 49 19 0 5 13 7 40 6293 
 303 11 15 48 18 1 8 8 7 40 8406 
 419 7 13 57 18 1 6 13 10 40 6404 
 211 7 15 52 18 2 10 13 8 40 12477 
 302 9 13 60 18 0 10 8 3 40 10094 
 202 10 15 43 18 3 10 8 3 40 11809 
 560 6 9 41 18 0 5 8 7 40 5084 
 560 6 14 42 18 1 5 13 7 40 6544 
 511 2 15 48 18 2 9 10 7 40 10272 
 310 11 15 46 19 2 9 5 7 40 9507 
 361 10 15 44 18 2 6 13 7 40 7229 
 560 4 13 44 18 3 6 11 7 40 6725 
 531 6 15 41 18 2 6 13 10 40 7229 
 211 4 11 46 18 0 11 4 8 40 11577 
 211 5 15 49 18 2 11 13 7 40 15842 
 341 4 15 52 18 0 8 11 7 40 8549 
 202 9 15 47 18 2 11 7 4 40 13210 
 438 10 13 44 18 2 7 8 7 40 6942 
 211 10 15 46 18 2 11 3 8 40 12356 
 560 8 10 56 18 0 4 15 3 40 5772 
 208 1 15 43 18 2 10 6 7 40 11191 
 426 11 15 47 19 1 7 7 3 40 7182 
 506 8 15 40 18 2 10 2 8 40 10457 
 211 4 15 52 18 2 11 9 7 40 13637 
 304 5 15 41 18 2 8 1 7 40 7738 
 102 5 15 53 18 0 12 13 3 40 15581 
 402 4 15 58 18 0 7 6 7 40 6820 
 308 5 14 52 17 1 8 7 4 40 8275 
 204 9 15 46 18 1 9 7 7 40 9562 
 560 6 14 49 17 1 6 8 7 40 6524 
 304 7 15 45 18 2 7 11 7 40 7878 
 464 7 15 61 18 0 6 13 7 40 6727 
 301 5 15 44 18 2 7 8 7 40 7545 
 530 6 15 46 18 3 7 5 7 40 7462 
 304 10 15 45 18 2 8 5 7 40 8263 
 400 11 15 50 19 0 6 8 7 40 6273 
 543 7 12 53 18 0 7 9 3 32 5329 
 304 4 13 55 18 0 8 13 3 40 8052 
 214 2 15 42 18 2 10 7 8 40 11375 
 441 7 15 54 18 0 6 13 7 40 6727 
 315 13 15 47 18 1 8 6 7 40 8143 
 301 5 13 43 18 1 8 2 7 40 6987 
 211 4 15 49 19 3 11 8 10 40 13675 
 300 4 15 42 18 4 8 2 3 40 8371 
 204 9 15 43 18 2 11 3 7 40 12356 
 562 1 14 44 18 1 6 13 8 28 5098 
 410 11 9 52 19 0 5 13 7 40 5492 
 316 7 15 50 18 3 7 8 7 40 7796 
 310 7 15 55 18 1 10 13 3 40 12226 
 402 5 15 55 18 1 6 13 3 40 6978 
 215 8 15 52 18 2 12 12 4 40 15838 
 432 11 13 56 19 3 4 15 10 40 6323 
 304 5 15 48 18 1 9 8 2 40 9715 
 300 10 15 47 18 2 9 3 3 40 9201 
 214 2 15 44 18 2 11 3 10 40 12356 
 365 2 11 41 19 0 8 4 8 40 7238 
 304 7 15 45 18 2 9 4 7 40 9354 
 427 11 13 42 19 1 6 8 7 40 5952 
 340 1 15 51 18 2 7 10 4 40 7767 
 543 4 8 44 18 0 7 9 7 40 6314 
 418 7 15 43 18 2 6 13 7 40 7229 
 304 10 13 46 18 3 7 8 7 40 7193 
 402 9 31 50 19 1 6 13 7 40 6978 
 211 5 15 49 18 2 12 7 5 40 14616 
 566 2 15 42 18 0 6 11 10 40 6544 
 216 2 15 48 18 2 11 9 7 40 13637 
 543 9 24 40 17 0 7 6 2 36 5433 
 500 2 13 44 18 2 10 10 7 40 10930 
 203 4 13 49 18 3 11 7 7 40 12352 
 300 5 15 44 19 3 7 6 7 40 7573 
 438 7 13 50 19 0 6 13 7 40 6153 
 560 6 14 50 17 1 5 11 7 40 6380 
 300 10 15 44 18 2 9 2 8 40 9047 
 530 8 10 59 20 0 8 13 7 40 8394 
 463 11 13 44 19 1 6 10 7 40 6133 
 204 4 15 54 21 0 11 11 11 40 13562 
 424 2 13 41 18 2 6 12 7 40 6564 
 202 7 15 46 18 2 10 3 8 40 10641 
 301 4 13 46 18 1 7 8 7 40 6691 
 543 9 8 44 18 0 7 6 7 40 6010 
 216 2 13 50 18 3 11 8 3 40 12546 
 419 9 13 42 18 2 6 13 7 40 6655 
 211 9 15 51 18 1 13 10 8 40 17246 
 447 5 8 51 18 0 5 13 7 40 5492 
 304 4 11 46 17 0 8 8 7 40 7752 
 304 10 15 47 18 2 8 7 8 40 8526 
 560 5 13 58 17 0 5 12 7 40 5638 
 303 9 15 40 17 2 8 4 7 40 8132 
 304 4 13 39 19 1 8 0 7 40 6748 
 304 4 15 50 17 1 8 8 7 40 8406 
 214 2 15 52 17 2 11 10 8 40 13851 
 560 1 13 60 19 0 7 7 7 40 6339 
 400 5 15 55 17 1 7 7 4 40 7182 
 214 2 15 42 17 2 11 0 8 40 11716 
 304 5 15 49 17 1 8 8 7 40 8406 
 307 7 15 55 17 2 9 8 7 40 9966 
 543 12 14 41 17 2 7 7 8 20 4203 
 341 5 31 45 17 2 7 10 7 40 7767 
 211 10 15 51 17 2 12 11 8 40 15593 
 567 11 11 51 18 0 5 13 10 40 5922 
 304 10 15 53 18 2 7 11 10 40 7878 
 303 7 15 41 17 2 8 7 2 40 8526 
 543 9 14 50 17 0 7 9 8 40 7154 
 367 4 9 51 17 0 8 6 7 40 6986 
 300 4 15 54 17 1 7 13 7 40 7850 
 211 13 15 50 17 1 11 9 11 40 13386 
 200 7 15 54 17 3 11 10 7 40 14102 
 500 7 15 51 17 1 11 9 3 40 13386 
 304 7 15 46 17 4 8 10 14 40 9422 
 204 4 15 44 17 2 9 4 7 40 9354 
 462 10 15 50 18 1 7 6 7 40 7071 
 203 13 15 50 24 0 11 7 10 40 12708 
 300 5 13 38 15 3 8 2 3 40 7489 
 211 10 15 49 17 2 11 4 1 40 12570 
 441 10 10 52 17 0 7 9 7 40 6773 
 300 9 15 51 19 2 9 2 8 40 9047 
 530 4 8 57 17 0 8 2 3 40 6508 
 565 2 14 45 17 0 5 13 3 20 3369 
 424 7 15 59 17 0 7 9 4 40 7154 
 418 7 15 41 17 2 6 13 7 40 7229 
 211 13 15 50 17 2 11 11 8 40 14064 
 304 10 13 40 17 3 6 13 7 40 6906 
 307 7 15 41 17 2 7 11 7 40 7878 
 530 12 8 59 20 0 10 7 3 40 9700 
 307 7 15 43 17 0 8 7 7 40 8024 
 543 3 14 42 17 2 7 9 8 40 7656 
 343 7 15 39 17 3 7 3 7 40 7260 
 302 7 15 45 17 0 8 7 7 40 8024 
 543 5 14 48 17 2 7 4 7 20 4035 
 211 10 15 40 17 2 10 5 8 40 11008 
 201 10 13 49 17 3 11 7 7 40 12352 
 211 7 15 51 17 2 11 13 4 40 15842 
 315 13 15 51 17 0 9 3 7 40 8699 
 204 7 15 47 17 0 11 5 7 40 12281 
 405 10 15 55 18 0 7 9 7 40 7154 
 542 10 15 60 17 1 8 13 7 40 9064 
 361 9 15 39 18 1 7 3 8 40 6758 
 362 9 15 47 18 1 7 10 10 40 7516 
 498 11 13 39 18 1 5 10 7 40 5726 
 530 1 10 51 17 0 8 1 3 40 6853 
 341 5 15 41 17 0 7 6 3 40 6820 
 542 11 13 45 17 1 7 7 7 40 6590 
 206 13 15 50 17 1 11 3 8 40 12105 
 304 10 13 47 17 0 9 6 3 40 8366 
 304 7 11 45 17 0 9 4 12 40 8433 
 204 7 13 44 17 1 10 1 7 40 9176 
 211 7 15 48 17 4 11 6 8 40 13499 
 400 10 11 53 18 0 7 9 7 40 6773 
 211 10 15 47 17 2 11 3 7 40 12356 
 211 10 15 57 17 1 11 13 7 40 15591 
 204 10 15 51 17 2 11 10 7 40 13851 
 464 7 15 45 17 2 6 13 7 40 7229 
 530 7 8 45 17 0 7 9 2 20 3282 
 362 10 15 47 18 1 7 9 4 40 7405 
 211 9 15 48 17 2 12 2 4 40 13400 
 307 7 13 43 17 3 7 7 7 40 7092 
 512 11 15 58 17 0 10 13 7 40 11975 
 419 7 15 49 17 0 6 10 7 40 6454 
 300 7 15 40 17 2 9 0 7 40 8742 
 560 8 15 39 17 2 6 6 1 40 6595 
 304 10 15 40 17 2 8 7 7 40 8526 
 418 10 15 49 17 1 7 6 7 40 7071 
 211 9 15 52 17 1 10 13 4 40 12226 
 424 7 15 53 17 2 5 13 7 40 6795 
 343 9 15 48 17 1 7 13 7 40 7850 
 204 9 15 42 17 2 11 2 7 40 12143 
 304 5 15 41 17 2 8 4 2 40 8132 
 415 13 13 41 18 2 5 13 7 40 6222 
 530 1 8 40 17 0 7 3 7 40 5706 
 315 13 15 45 17 3 8 6 7 40 8645 
 204 9 13 45 17 4 11 5 7 40 12214 
 202 10 15 49 17 2 10 5 8 40 11008 
 415 13 15 40 18 2 5 13 7 40 6795 
 530 2 8 50 17 0 7 13 4 20 3492 
 200 4 15 52 14 2 11 13 4 40 15842 
 402 10 13 42 18 2 6 13 7 40 6655 
 316 10 13 55 17 0 8 11 7 40 7812 
 418 10 13 49 17 1 7 6 7 40 6489 
 200 10 11 61 17 0 10 13 7 40 11486 
 497 11 13 49 18 1 5 12 10 40 5889 
 362 9 15 50 18 1 7 10 4 40 7516 
 362 9 13 48 18 0 7 10 7 40 6643 
 341 10 15 41 17 3 7 9 7 40 7907 
 200 5 15 58 17 0 12 12 8 40 15336 
 505 12 8 43 17 0 9 2 8 40 7580 
 341 5 13 45 17 2 8 8 7 40 7955 
 202 10 15 45 17 1 10 6 2 40 10940 
 204 10 15 48 17 4 11 2 2 40 12645 
 300 4 15 45 17 1 7 8 7 40 7294 
 402 10 15 43 17 2 6 11 7 40 7046 
 302 4 15 50 17 0 7 9 7 40 7154 
 424 10 15 50 17 0 6 13 7 40 6727 
 211 7 13 45 17 3 12 1 3 40 12303 
 304 9 11 49 17 0 7 11 8 40 6990 
 304 7 11 52 17 0 8 6 7 40 7495 
 311 11 13 49 18 2 8 3 7 40 7357 
 211 7 31 51 17 2 11 5 7 40 12783 
 211 4 15 48 14 2 11 8 3 40 13424 
 415 13 13 39 18 0 5 13 7 40 5720 
 415 13 15 41 18 2 5 13 7 40 6795 
 562 4 10 42 17 0 6 12 8 40 6264 
 304 10 15 42 17 3 7 9 11 40 7907 
 417 7 15 43 18 2 6 7 10 40 6685 
 341 10 13 51 19 1 8 9 3 40 7824 
 361 10 15 42 17 2 8 2 8 40 7869 
 315 13 13 39 15 2 8 1 7 40 7118 
 415 13 13 40 18 3 6 10 7 40 6635 
 343 7 15 43 17 3 7 6 7 40 7573 
 211 5 15 47 17 4 11 7 4 40 13712 
 530 6 12 41 17 1 7 5 7 40 6388 
 204 10 15 55 17 0 10 6 7 40 10689 
 400 7 15 56 17 1 6 13 7 40 6978 
 539 8 8 37 16 0 7 2 7 40 5605 
 304 10 15 42 17 2 8 6 12 40 8394 
 214 2 15 46 16 3 11 5 4 40 13034 
 200 11 15 46 17 0 10 12 7 40 11791 
 202 10 15 46 17 1 10 3 11 40 10390 
 304 10 15 50 17 1 8 7 4 40 8275 
 361 10 15 47 17 2 8 4 7 40 8132 
 462 10 15 44 16 3 6 13 7 40 7480 
 543 1 8 40 17 0 7 6 7 24 3701 
 304 7 13 46 17 3 8 13 7 40 8805 
 417 10 13 48 17 0 7 6 7 40 6238 
 304 7 15 45 16 1 8 11 7 40 8800 
 419 7 15 41 17 3 5 13 7 40 7046 
 300 11 15 50 17 1 7 7 7 40 7182 
 542 11 13 58 18 0 8 5 3 40 7094 
 202 10 15 51 17 0 11 5 3 40 12281 
 201 10 15 51 17 1 11 5 4 40 12532 
 202 7 15 44 17 2 11 4 14 40 12570 
 562 1 14 40 17 1 6 12 8 40 6886 
 214 10 15 46 14 2 10 8 8 40 11558 
 500 1 11 48 17 0 11 6 9 40 11994 
 204 5 15 42 17 3 9 6 11 40 9911 
 304 4 15 43 16 2 8 3 7 40 8000 
 497 5 13 54 17 0 5 13 7 40 5720 
 365 2 15 42 17 2 7 6 8 40 7322 
 497 5 13 54 17 1 4 9 10 40 5346 
 564 11 13 47 17 1 3 13 10 40 5269 
 102 5 15 46 8 3 12 3 1 40 13894 
 214 2 15 42 15 1 11 0 8 40 11465 
 216 2 15 44 16 2 11 4 8 40 12570 
 102 5 15 46 16 2 11 8 8 40 13424 
 530 10 13 38 16 1 7 4 7 40 6286 
 403 7 15 42 17 1 6 12 4 40 6886 
 405 11 13 48 19 2 7 8 3 40 6942 
 497 11 13 58 17 1 5 13 7 40 5971 
 566 11 15 41 16 1 6 11 15 40 6795 
 204 7 15 44 16 2 11 2 5 40 12143 
 300 7 15 41 16 2 7 6 7 40 7322 
 204 10 15 45 16 2 9 2 3 40 9047 
 201 7 15 46 17 2 11 4 8 40 12570 
 204 7 15 42 16 2 11 5 3 40 12783 
